order_id,customer_id,purchase_date,item_category,item_name,quantity,unit_price,total_price,payment_method,customer_type,purchase_channel,promo_discount,promo_code
ORD85566,7782,2024-12-04,Gift Cards,$25 Gift Card,6,123.15,738.89,PayPal,Gift Purchaser,In-Person,False,
ORD96309,4561,2024-12-08,Gift Cards,$100 Gift Card,6,89.57,537.42,Gift Card,Gift Purchaser,Online,True,NEWYEAR25
ORD85706,4534,2024-11-14,Apparel,Winter Beanie,4,145.27,581.08,Gift Card,Season Passholder,In-Person,False,
ORD77392,4184,2024-12-23,Plush,Seal Plush,3,18.21,54.64,Credit Card,Gift Purchaser,In-Person,False,
ORD31674,3695,2024-12-11,Accessories,Snow Globe,5,16.0,80.01,PayPal,Gift Purchaser,Online,False,
ORD91788,7387,2025-01-08,Plush,Crab Plush,1,69.14,69.14,Gift Card,Gift Purchaser,Online,False,
ORD90464,1318,2025-01-02,Apparel,Park Hoodie,1,81.31,81.31,Gift Card,One-Time Buyer,In-Person,True,
ORD56717,4180,2024-12-01,Home Décor,Park Poster,9,160.5,1444.49,Credit Card,Season Passholder,Online,False,
ORD81955,1931,2024-11-26,Home Décor,Park Poster,3,61.63,184.89,PayPal,Season Passholder,Online,False,
ORD16905,1269,2024-11-15,Toys,Toy Boat,1,146.56,146.56,Credit Card,One-Time Buyer,In-Person,False,
ORD88062,2653,2024-12-28,Toys,Park Puzzle,4,39.84,159.36,Gift Card,One-Time Buyer,In-Person,True,
ORD82127,6754,2024-12-27,Toys,Action Figure,2,88.73,177.47,PayPal,One-Time Buyer,Online,True,
ORD69594,5598,2024-11-19,Accessories,Pin Set,4,69.36,277.46,Credit Card,Season Passholder,Online,True,NEWYEAR25
ORD87870,1673,2025-01-06,Toys,Park Puzzle,2,18.04,36.07,Gift Card,One-Time Buyer,In-Person,False,
ORD37808,9079,2024-11-04,Home Décor,Lobster Mug,2,107.54,215.08,Gift Card,One-Time Buyer,Online,False,
ORD44884,8566,2024-12-14,Toys,Park Puzzle,7,101.27,708.87,PayPal,Season Passholder,Online,False,
ORD57934,1662,2024-11-16,Apparel,Park Hoodie,4,102.87,411.46,Gift Card,One-Time Buyer,Online,False,
ORD30965,6823,2024-11-08,Accessories,Snow Globe,5,90.52,452.6,Credit Card,Season Passholder,Online,False,
ORD23564,2901,2024-11-28,Apparel,Lobster T-Shirt,7,123.26,862.82,PayPal,Season Passholder,Online,False,
ORD12139,7190,2024-11-19,Gift Cards,$25 Gift Card,9,68.58,617.19,Credit Card,Gift Purchaser,In-Person,False,
ORD93200,3884,2024-12-18,Plush,Crab Plush,4,82.13,328.54,Gift Card,Season Passholder,Online,True,BLACKFRIDAY
ORD46085,5935,2024-12-14,Apparel,Park Hoodie,7,21.02,147.12,Gift Card,Season Passholder,Online,False,
ORD77117,2822,2025-01-10,Gift Cards,$100 Gift Card,0,16.59,0.0,PayPal,Season Passholder,Online,True,HOLIDAY10
ORD96891,9450,2025-01-03,Accessories,Snow Globe,2,36.83,73.65,Credit Card,Gift Purchaser,Online,False,
ORD20427,5637,2024-11-19,Plush,Lobster Plush,7,81.23,568.58,Credit Card,Gift Purchaser,In-Person,False,
ORD10537,1576,2024-11-30,Gift Cards,$100 Gift Card,1,111.7,111.7,PayPal,Season Passholder,Online,False,
ORD16601,1121,2025-01-03,Gift Cards,$25 Gift Card,3,9.6,28.81,Credit Card,Season Passholder,Online,True,NEWYEAR25
ORD21830,2623,2024-11-23,Accessories,Snow Globe,2,101.83,203.65,Gift Card,Season Passholder,In-Person,False,
ORD12036,6341,2025-01-08,Toys,Toy Boat,2,8.27,16.53,Credit Card,Season Passholder,In-Person,False,
ORD59656,9939,2024-12-24,Apparel,Winter Beanie,7,132.07,924.48,Credit Card,One-Time Buyer,In-Person,True,BLACKFRIDAY
ORD98178,1413,2024-12-01,Plush,Crab Plush,4,45.09,180.38,Credit Card,One-Time Buyer,Online,False,
ORD57914,6205,2024-11-17,Home Décor,Park Poster,8,179.26,1434.11,PayPal,One-Time Buyer,In-Person,True,BLACKFRIDAY
ORD66688,4575,2024-11-05,Plush,Crab Plush,10,195.56,1955.61,PayPal,Gift Purchaser,Online,True,HOLIDAY10
ORD83925,9969,2024-11-19,Home Décor,Limited Edition Ornament,8,176.42,1411.34,Gift Card,One-Time Buyer,In-Person,True,BLACKFRIDAY
ORD56629,9140,2024-12-22,Gift Cards,$50 Gift Card,8,188.72,1509.74,Credit Card,Season Passholder,In-Person,False,
ORD85690,3938,2024-11-06,Gift Cards,$100 Gift Card,3,156.0,468.0,PayPal,Season Passholder,Online,True,
ORD58337,4931,2024-12-15,Toys,Park Puzzle,5,61.1,305.48,Credit Card,One-Time Buyer,Online,False,
ORD60103,9045,2024-12-02,Toys,Action Figure,7,49.34,345.38,PayPal,Season Passholder,In-Person,False,
ORD61650,5370,2024-12-08,Apparel,Winter Beanie,7,101.83,712.78,PayPal,Gift Purchaser,Online,True,
ORD25536,7934,2024-11-27,Accessories,Snow Globe,2,106.19,212.38,Gift Card,Season Passholder,In-Person,False,
ORD37892,2292,2024-12-11,Gift Cards,$25 Gift Card,4,70.51,282.04,PayPal,Season Passholder,In-Person,False,
ORD97543,9435,2024-11-18,Accessories,Keychain,11,44.42,488.61,Credit Card,One-Time Buyer,Online,True,
ORD15503,9222,2024-12-14,Accessories,Snow Globe,5,31.87,159.36,Gift Card,One-Time Buyer,In-Person,False,
ORD32851,6346,2024-11-26,Accessories,Snow Globe,9,128.58,1157.24,Gift Card,One-Time Buyer,Online,False,
ORD86405,4819,2024-11-29,Apparel,Winter Beanie,10,171.5,1715.0,Gift Card,Season Passholder,In-Person,False,
ORD30395,3049,2024-12-29,Apparel,Winter Beanie,7,137.36,961.51,Credit Card,Gift Purchaser,In-Person,False,
ORD29964,1919,2024-11-16,Gift Cards,$50 Gift Card,7,188.74,1321.2,Gift Card,Season Passholder,Online,False,
ORD11750,6364,2024-12-26,Gift Cards,$100 Gift Card,8,39.96,319.66,Gift Card,Season Passholder,Online,True,NEWYEAR25
ORD10869,8414,2024-12-27,Apparel,Park Hoodie,4,20.52,82.1,PayPal,One-Time Buyer,In-Person,False,
ORD29733,9282,2024-11-08,Gift Cards,$25 Gift Card,3,113.63,340.89,PayPal,Season Passholder,Online,False,
ORD83645,5470,2024-12-31,Gift Cards,$25 Gift Card,10,58.07,580.67,Credit Card,Season Passholder,In-Person,False,
ORD42844,9559,2024-12-08,Toys,Toy Boat,3,183.43,550.28,PayPal,Season Passholder,Online,False,
ORD49190,3453,2024-11-12,Home Décor,Park Poster,3,28.89,86.67,Gift Card,Season Passholder,Online,False,
ORD43079,1561,2024-11-08,Home Décor,Lobster Mug,4,215.53,862.11,Credit Card,Gift Purchaser,In-Person,False,
ORD19396,8320,2024-12-25,Toys,Park Puzzle,7,32.0,224.02,PayPal,One-Time Buyer,Online,False,
ORD39752,7072,2024-11-24,Apparel,Winter Beanie,12,188.59,2263.04,PayPal,One-Time Buyer,In-Person,False,
ORD39132,5301,2024-11-15,Toys,Toy Boat,5,109.48,547.39,Credit Card,One-Time Buyer,In-Person,False,
ORD75844,4810,2024-12-08,Accessories,Pin Set,1,130.13,130.13,Credit Card,One-Time Buyer,Online,True,HOLIDAY10
ORD67211,6158,2024-11-07,Gift Cards,$25 Gift Card,7,191.7,1341.93,Credit Card,One-Time Buyer,Online,False,
ORD98360,7095,2024-11-12,Gift Cards,$100 Gift Card,7,123.91,867.35,PayPal,One-Time Buyer,Online,False,
ORD52478,9058,2025-01-03,Home Décor,Park Poster,3,18.79,56.37,Gift Card,One-Time Buyer,Online,False,
ORD32176,7767,2024-11-13,Gift Cards,$50 Gift Card,12,215.53,2586.33,Credit Card,One-Time Buyer,In-Person,False,
ORD28116,8929,2024-11-20,Plush,Seal Plush,11,214.81,2362.86,Credit Card,Season Passholder,Online,True,HOLIDAY10
ORD49777,6678,2024-11-01,Home Décor,Limited Edition Ornament,8,214.57,1716.59,Gift Card,One-Time Buyer,Online,True,BLACKFRIDAY
ORD93242,4976,2024-12-21,Toys,Action Figure,5,139.65,698.23,Gift Card,One-Time Buyer,Online,False,
ORD84361,4268,2024-12-08,Accessories,Pin Set,9,152.86,1375.71,PayPal,Season Passholder,Online,False,
ORD63775,1136,2024-12-31,Gift Cards,$50 Gift Card,7,93.15,652.06,PayPal,Gift Purchaser,In-Person,True,
ORD32227,8370,2024-11-30,Home Décor,Limited Edition Ornament,3,144.45,433.34,Credit Card,Season Passholder,Online,False,
ORD42349,7920,2024-11-26,Apparel,Lobster T-Shirt,7,147.29,1031.0,PayPal,Gift Purchaser,Online,False,
ORD25479,2243,2024-11-23,Accessories,Snow Globe,5,84.76,423.78,Gift Card,Gift Purchaser,In-Person,False,
ORD19548,2133,2024-11-16,Accessories,Snow Globe,7,81.46,570.22,Gift Card,Season Passholder,In-Person,False,
ORD92815,1116,2024-12-07,Toys,Park Puzzle,5,123.37,616.85,Gift Card,One-Time Buyer,Online,True,HOLIDAY10
ORD22639,6528,2024-11-13,Accessories,Keychain,3,142.52,427.56,Gift Card,Season Passholder,Online,False,
ORD25771,7974,2024-11-05,Gift Cards,$100 Gift Card,10,66.58,665.82,PayPal,Season Passholder,In-Person,False,
ORD28991,1636,2024-12-30,Plush,Seal Plush,5,62.55,312.75,PayPal,One-Time Buyer,Online,False,
ORD27848,8949,2025-01-09,Apparel,Park Hoodie,5,77.14,385.7,PayPal,Season Passholder,In-Person,False,
ORD36457,4023,2024-11-12,Toys,Toy Boat,5,100.65,503.24,PayPal,One-Time Buyer,In-Person,False,
ORD26816,4561,2024-12-17,Apparel,Park Hoodie,1,75.78,75.78,Credit Card,Gift Purchaser,In-Person,False,
ORD58257,5012,2024-12-29,Apparel,Winter Beanie,6,142.1,852.57,Credit Card,One-Time Buyer,In-Person,False,
ORD64879,6919,2024-11-10,Accessories,Keychain,5,67.41,337.04,Gift Card,Season Passholder,Online,False,
ORD71033,8725,2024-12-30,Apparel,Lobster T-Shirt,3,123.15,369.45,PayPal,One-Time Buyer,In-Person,False,
ORD89627,9864,2025-01-01,Plush,Lobster Plush,3,8.27,24.8,PayPal,One-Time Buyer,Online,False,
ORD82410,9195,2024-11-20,Plush,Lobster Plush,7,148.32,1038.27,Credit Card,Gift Purchaser,In-Person,False,
ORD78929,9252,2024-12-07,Apparel,Park Hoodie,3,166.23,498.69,Gift Card,Season Passholder,Online,False,
ORD22488,9866,2024-12-12,Plush,Seal Plush,5,154.77,773.84,Credit Card,Season Passholder,Online,False,
ORD46574,8193,2024-11-24,Gift Cards,$50 Gift Card,7,60.78,425.49,Credit Card,One-Time Buyer,Online,False,
ORD51620,4217,2024-12-18,Home Décor,Park Poster,1,156.68,156.68,Gift Card,Season Passholder,Online,False,
ORD16365,7473,2024-11-09,Accessories,Pin Set,8,137.73,1101.84,Credit Card,Gift Purchaser,In-Person,False,
ORD50099,1543,2025-01-02,Gift Cards,$50 Gift Card,3,13.1,39.29,Gift Card,Gift Purchaser,Online,True,BLACKFRIDAY
ORD71799,1791,2024-11-15,Gift Cards,$50 Gift Card,8,206.43,1651.4,PayPal,Gift Purchaser,Online,True,BLACKFRIDAY
ORD39159,4380,2024-12-03,Home Décor,Park Poster,5,78.34,391.69,Gift Card,Season Passholder,Online,False,
ORD97310,1792,2024-12-10,Accessories,Keychain,6,119.99,719.94,PayPal,One-Time Buyer,Online,True,BLACKFRIDAY
ORD55991,7103,2024-11-19,Toys,Action Figure,9,116.89,1052.04,Credit Card,One-Time Buyer,Online,False,
ORD21443,2155,2024-12-18,Toys,Park Puzzle,4,71.28,285.11,PayPal,One-Time Buyer,Online,True,
ORD14505,6993,2024-11-13,Accessories,Pin Set,9,70.14,631.22,PayPal,Gift Purchaser,Online,False,
ORD16990,6622,2024-11-21,Accessories,Keychain,5,132.89,664.45,Gift Card,Season Passholder,Online,False,
ORD60188,8528,2024-12-08,Toys,Action Figure,1,109.28,109.28,Credit Card,One-Time Buyer,In-Person,False,
ORD75630,6259,2024-11-17,Toys,Action Figure,9,150.22,1352.01,PayPal,Season Passholder,Online,False,
ORD28214,7519,2024-11-16,Accessories,Keychain,1,25.04,25.04,Credit Card,Season Passholder,Online,False,
ORD57688,4918,2024-12-08,Home Décor,Limited Edition Ornament,1,89.99,89.99,PayPal,Gift Purchaser,In-Person,False,
ORD91642,1703,2024-12-26,Apparel,Winter Beanie,5,32.0,160.01,PayPal,One-Time Buyer,Online,False,
ORD89189,5210,2024-12-27,Home Décor,Lobster Mug,5,108.91,544.55,Credit Card,Season Passholder,Online,False,
ORD45529,9308,2025-01-01,Apparel,Lobster T-Shirt,3,23.3,69.89,Credit Card,Season Passholder,Online,False,
ORD17890,6701,2024-11-11,Plush,Lobster Plush,4,125.14,500.56,Credit Card,One-Time Buyer,In-Person,True,SINGLES_DAY
ORD35487,4385,2024-12-15,Toys,Park Puzzle,4,138.19,552.77,PayPal,Gift Purchaser,Online,True,
ORD57481,5676,2025-01-09,Toys,Action Figure,1,17.29,17.29,PayPal,Gift Purchaser,In-Person,False,
ORD65581,6287,2024-12-13,Toys,Toy Boat,1,15.94,,Credit Card,One-Time Buyer,In-Person,False,
ORD93725,3666,2024-12-13,Gift Cards,$25 Gift Card,4,142.56,570.22,Credit Card,One-Time Buyer,Online,False,
ORD87124,7557,2024-11-01,Plush,Lobster Plush,5,141.96,709.8,PayPal,Season Passholder,In-Person,True,HOLIDAY10
ORD35953,5285,2024-12-28,Plush,Seal Plush,5,45.09,225.47,PayPal,One-Time Buyer,Online,False,
ORD11992,5884,2024-12-08,Home Décor,Park Poster,4,155.54,622.15,PayPal,Season Passholder,In-Person,False,
ORD82081,2777,2024-12-09,Apparel,Winter Beanie,10,176.28,1762.75,Gift Card,Season Passholder,In-Person,False,
ORD22774,1063,2025-01-02,Plush,Seal Plush,2,15.72,31.43,Gift Card,One-Time Buyer,In-Person,True,NEWYEAR25
ORD93982,6405,2025-01-06,Home Décor,Limited Edition Ornament,2,96.89,193.77,Credit Card,Gift Purchaser,In-Person,True,NEWYEAR25
ORD86286,4884,2024-11-27,Accessories,Keychain,5,141.1,705.51,Gift Card,Season Passholder,In-Person,True,
ORD57591,3743,2025-01-02,Plush,Seal Plush,1,50.64,50.64,PayPal,Season Passholder,Online,True,NEWYEAR25
ORD63167,7821,2024-12-24,Plush,Lobster Plush,1,18.21,18.21,Credit Card,Gift Purchaser,In-Person,False,
ORD33807,7321,2024-11-06,Home Décor,Park Poster,11,151.96,1671.57,Gift Card,One-Time Buyer,Online,False,
ORD19486,7991,2024-11-25,Home Décor,Park Poster,9,71.26,641.34,PayPal,Season Passholder,Online,False,
ORD15896,7693,2024-12-13,Plush,Lobster Plush,5,120.37,601.87,Credit Card,Season Passholder,Online,False,
ORD61517,4588,2024-12-24,Accessories,Snow Globe,2,107.65,215.3,PayPal,Season Passholder,In-Person,True,
ORD62329,3035,2024-12-02,Apparel,Lobster T-Shirt,9,42.19,379.7,Credit Card,One-Time Buyer,In-Person,True,NEWYEAR25
ORD93756,6953,2024-12-30,Home Décor,Limited Edition Ornament,2,96.37,192.75,Credit Card,Season Passholder,In-Person,True,BLACKFRIDAY
ORD66984,3865,2024-11-21,Gift Cards,$25 Gift Card,9,188.59,1697.28,PayPal,Gift Purchaser,In-Person,False,
ORD22123,8384,2024-11-04,Home Décor,Lobster Mug,11,74.81,822.93,PayPal,One-Time Buyer,Online,True,
ORD18059,9086,2024-11-05,Toys,Toy Boat,2,186.68,373.37,Credit Card,One-Time Buyer,In-Person,True,HOLIDAY10
ORD93337,9024,2024-12-18,Toys,Park Puzzle,2,177.59,355.18,Credit Card,Season Passholder,Online,True,HOLIDAY10
ORD84010,9191,2024-12-15,Accessories,Pin Set,9,110.82,997.39,Gift Card,Season Passholder,Online,False,
ORD99361,9546,2024-12-10,Home Décor,Park Poster,2,91.64,183.29,PayPal,Gift Purchaser,Online,False,
ORD40228,4448,2024-11-07,Accessories,Snow Globe,1,128.44,128.44,Credit Card,Season Passholder,In-Person,True,BLACKFRIDAY
ORD29060,4019,2024-12-31,Toys,Park Puzzle,7,82.92,580.41,PayPal,One-Time Buyer,Online,False,
ORD16665,5815,2024-12-14,Toys,Park Puzzle,7,144.01,1008.07,Credit Card,Gift Purchaser,Online,False,
ORD59909,9193,2024-12-27,Apparel,Winter Beanie,4,135.41,541.64,Credit Card,Season Passholder,Online,True,NEWYEAR25
ORD68391,5479,2024-11-09,Toys,Toy Boat,5,86.67,433.34,Gift Card,Season Passholder,Online,False,
ORD67563,3447,2025-01-02,Home Décor,Park Poster,2,88.61,177.21,Gift Card,Season Passholder,In-Person,False,
ORD84080,8689,2024-11-30,Accessories,Snow Globe,8,90.05,720.43,PayPal,One-Time Buyer,In-Person,False,
ORD44607,9240,2024-11-08,Plush,Seal Plush,7,57.78,404.45,PayPal,Season Passholder,Online,False,
ORD65368,9762,2024-12-10,Plush,Seal Plush,3,19.11,57.32,Gift Card,Season Passholder,Online,False,
ORD65923,9153,2024-11-22,Apparel,Lobster T-Shirt,2,78.69,157.38,PayPal,Season Passholder,In-Person,False,
ORD56925,9292,2025-01-06,Plush,Seal Plush,3,64.63,193.9,PayPal,One-Time Buyer,Online,False,
ORD61408,8861,2025-01-07,Accessories,Keychain,1,65.49,65.49,PayPal,One-Time Buyer,Online,True,BLACKFRIDAY
ORD18053,1044,2024-11-30,Apparel,Park Hoodie,5,62.6,313.0,Credit Card,One-Time Buyer,In-Person,True,NEWYEAR25
ORD42249,1315,2024-12-31,Plush,Lobster Plush,3,24.84,74.52,Gift Card,Season Passholder,Online,False,
ORD19142,8839,2024-12-15,Home Décor,Park Poster,5,66.03,330.17,Credit Card,Gift Purchaser,In-Person,True,BLACKFRIDAY
ORD33838,8368,2024-11-24,Gift Cards,$25 Gift Card,7,133.26,932.81,Credit Card,One-Time Buyer,Online,False,
ORD15948,1510,2024-11-14,Accessories,Keychain,5,135.96,679.82,Credit Card,Gift Purchaser,In-Person,False,
ORD72779,9648,2025-01-05,Toys,Toy Boat,1,57.12,57.12,Credit Card,Gift Purchaser,Online,False,
ORD59082,8502,2024-12-20,Toys,Toy Boat,2,112.14,224.27,Gift Card,Season Passholder,In-Person,False,
ORD54674,6376,2024-11-29,Home Décor,Lobster Mug,11,71.6,787.62,Credit Card,Season Passholder,Online,True,HOLIDAY10
ORD45831,4716,2024-11-24,Apparel,Winter Beanie,4,151.85,607.4,Gift Card,One-Time Buyer,In-Person,False,
ORD81070,9992,2024-12-06,Toys,Action Figure,1,185.34,185.34,PayPal,Season Passholder,Online,False,
ORD57495,9596,2024-12-03,Gift Cards,$50 Gift Card,7,145.25,1016.77,Gift Card,One-Time Buyer,In-Person,False,
ORD98040,5191,2024-11-21,Gift Cards,$50 Gift Card,9,91.18,820.59,Gift Card,One-Time Buyer,Online,False,
ORD76377,5545,2024-11-04,Plush,Crab Plush,10,59.75,597.55,Gift Card,One-Time Buyer,Online,True,NEWYEAR25
ORD91991,8256,2024-11-01,Apparel,Park Hoodie,6,46.41,278.44,Gift Card,Season Passholder,In-Person,False,
ORD10935,9568,2024-11-03,Toys,Action Figure,7,23.38,163.65,Gift Card,One-Time Buyer,Online,False,
ORD45687,7026,2024-11-11,Toys,Toy Boat,8,42.51,340.11,Credit Card,Season Passholder,Online,True,SINGLES_DAY
ORD86457,5093,2024-12-28,Home Décor,Limited Edition Ornament,7,21.82,152.74,Credit Card,One-Time Buyer,Online,False,
ORD48018,1865,2024-12-14,Accessories,Keychain,7,120.74,845.15,PayPal,One-Time Buyer,Online,True,
ORD59458,1079,2024-12-27,Apparel,Lobster T-Shirt,5,30.55,152.74,Gift Card,One-Time Buyer,Online,False,
ORD23158,5137,2024-11-06,Toys,Park Puzzle,4,119.28,477.13,Gift Card,Season Passholder,In-Person,False,
ORD33549,2348,2024-12-14,Plush,Lobster Plush,2,83.09,166.19,PayPal,One-Time Buyer,In-Person,False,
ORD88104,5204,2024-12-07,Apparel,Lobster T-Shirt,6,117.65,705.91,Gift Card,Season Passholder,Online,True,HOLIDAY10
ORD77648,6363,2024-11-17,Plush,Lobster Plush,7,119.28,834.97,Gift Card,Season Passholder,In-Person,False,
ORD84697,7857,2025-01-05,Toys,Action Figure,3,21.79,65.38,Gift Card,Season Passholder,In-Person,False,
ORD21769,9892,2024-12-27,Home Décor,Park Poster,4,116.37,465.49,Gift Card,One-Time Buyer,Online,True,
ORD12051,9373,2024-12-07,Gift Cards,$25 Gift Card,3,55.41,166.23,Credit Card,Season Passholder,Online,False,
ORD85386,7220,2024-11-27,Plush,Lobster Plush,2,42.08,84.16,Credit Card,One-Time Buyer,Online,False,
ORD84621,6675,2024-12-08,Gift Cards,$25 Gift Card,7,26.75,187.25,Gift Card,Season Passholder,Online,False,
ORD17578,8716,2024-11-24,Gift Cards,$50 Gift Card,2,188.59,377.17,Credit Card,One-Time Buyer,In-Person,False,
ORD80913,8989,2025-01-07,Apparel,Winter Beanie,0,39.29,0.0,PayPal,Season Passholder,Online,True,HOLIDAY10
ORD17530,9328,2025-01-10,Gift Cards,$25 Gift Card,3,103.2,309.6,PayPal,Season Passholder,In-Person,False,
ORD45392,9437,2024-11-16,Toys,Toy Boat,9,140.27,1262.44,PayPal,One-Time Buyer,Online,False,
ORD43079,2072,2024-11-02,Gift Cards,$25 Gift Card,9,59.7,537.34,Credit Card,Season Passholder,Online,False,
ORD54821,3481,2025-01-03,Toys,Action Figure,1,41.34,41.34,PayPal,One-Time Buyer,Online,False,
ORD76509,4053,2024-12-25,Toys,Toy Boat,2,116.37,232.74,Credit Card,Gift Purchaser,Online,False,
ORD40771,9200,2024-12-17,Accessories,Keychain,3,154.77,464.3,Gift Card,Season Passholder,Online,False,
ORD52908,3510,2024-12-03,Plush,Crab Plush,4,112.69,450.76,PayPal,One-Time Buyer,In-Person,False,
ORD97047,5142,2024-11-13,Toys,Park Puzzle,5,179.26,896.32,Gift Card,One-Time Buyer,Online,True,NEWYEAR25
ORD58535,7066,2024-11-25,Gift Cards,$50 Gift Card,7,102.87,720.06,PayPal,One-Time Buyer,In-Person,False,
ORD15071,9138,2025-01-08,Toys,Toy Boat,1,30.06,30.06,Gift Card,Season Passholder,Online,False,
ORD25379,7363,2024-12-26,Apparel,Winter Beanie,6,143.67,862.04,Credit Card,One-Time Buyer,In-Person,False,
ORD37457,4961,2024-12-06,Plush,Seal Plush,4,123.65,494.58,Credit Card,Gift Purchaser,Online,False,
ORD49002,6131,2024-12-27,Accessories,Snow Globe,5,94.55,472.76,Gift Card,Gift Purchaser,Online,False,
ORD47600,9413,2024-12-28,Apparel,Lobster T-Shirt,5,37.82,189.1,Gift Card,Gift Purchaser,Online,False,
ORD76994,9735,2024-12-10,Plush,Lobster Plush,1,128.02,128.02,Gift Card,Season Passholder,Online,False,
ORD87597,8474,2024-12-11,Gift Cards,$25 Gift Card,1,132.37,132.37,Gift Card,Gift Purchaser,Online,False,
ORD75715,4143,2024-12-15,Home Décor,Limited Edition Ornament,2,43.55,87.1,Credit Card,Season Passholder,In-Person,True,
ORD85251,2793,2024-12-26,Home Décor,Limited Edition Ornament,2,53.82,107.64,PayPal,One-Time Buyer,Online,False,
ORD90517,8831,2024-12-17,Apparel,Lobster T-Shirt,6,146.83,880.99,Gift Card,One-Time Buyer,In-Person,False,
ORD60223,7794,2024-12-22,Toys,Toy Boat,2,84.37,168.74,Gift Card,One-Time Buyer,Online,False,
ORD44181,3979,2024-11-28,Home Décor,Lobster Mug,3,144.45,433.34,Credit Card,Season Passholder,Online,False,
ORD48136,6264,2024-12-29,Apparel,Winter Beanie,1,87.89,87.89,Gift Card,Season Passholder,Online,False,
ORD20271,8126,2024-12-01,Toys,Action Figure,5,83.31,,Gift Card,Gift Purchaser,In-Person,True,NEWYEAR25
ORD95220,4936,2024-12-17,Accessories,Pin Set,1,64.0,64.0,PayPal,Gift Purchaser,Online,False,
ORD44023,6398,2024-11-17,Plush,Crab Plush,1,113.63,113.63,Credit Card,Season Passholder,Online,False,
ORD73131,5859,2024-12-06,Apparel,Park Hoodie,6,190.79,1144.75,Gift Card,Season Passholder,In-Person,False,
ORD28649,6115,2025-01-07,Plush,Seal Plush,3,78.58,235.75,PayPal,Season Passholder,Online,True,BLACKFRIDAY
ORD38018,1173,2024-12-26,Accessories,Keychain,5,21.63,108.14,PayPal,One-Time Buyer,In-Person,False,
ORD24849,7431,2024-12-04,Toys,Action Figure,1,37.18,37.18,Gift Card,One-Time Buyer,Online,True,HOLIDAY10
ORD61845,9713,2024-11-27,Apparel,Park Hoodie,2,81.83,163.65,Gift Card,Gift Purchaser,Online,False,
ORD18918,9106,2024-11-08,Accessories,Keychain,1,107.64,107.64,Gift Card,Season Passholder,In-Person,False,
ORD27517,9781,2024-12-16,Home Décor,Park Poster,5,87.28,436.39,Credit Card,Gift Purchaser,Online,False,
ORD70605,3198,2024-11-20,Gift Cards,$50 Gift Card,4,147.29,589.14,PayPal,Gift Purchaser,Online,False,
ORD42821,6858,2024-12-25,Home Décor,Limited Edition Ornament,4,138.94,555.75,Credit Card,One-Time Buyer,In-Person,False,
ORD15092,9614,2025-01-05,Toys,Action Figure,2,40.58,81.17,Credit Card,Season Passholder,Online,False,
ORD47102,1258,2024-12-25,Gift Cards,$50 Gift Card,6,33.18,199.09,Gift Card,Season Passholder,In-Person,True,
ORD24905,4004,2024-11-24,Accessories,Snow Globe,1,39.28,39.28,Gift Card,Season Passholder,In-Person,False,
ORD25131,6787,2024-12-02,Gift Cards,$25 Gift Card,4,88.73,354.93,Credit Card,One-Time Buyer,Online,False,
ORD64390,2784,2024-11-23,Apparel,Park Hoodie,2,165.99,331.98,PayPal,One-Time Buyer,Online,False,
ORD49724,2619,2024-12-05,Toys,Park Puzzle,1,92.95,92.95,Credit Card,One-Time Buyer,Online,True,HOLIDAY10
ORD65170,1891,2025-01-05,Plush,Crab Plush,2,35.8,71.6,Credit Card,One-Time Buyer,Online,True,NEWYEAR25
ORD80869,6954,2024-12-26,Toys,Action Figure,5,73.99,369.94,PayPal,Gift Purchaser,In-Person,False,
ORD64932,5670,2025-01-10,Apparel,Park Hoodie,4,52.12,208.48,Credit Card,Season Passholder,In-Person,False,
ORD21084,6488,2024-11-07,Apparel,Park Hoodie,12,129.81,1557.67,Credit Card,One-Time Buyer,In-Person,False,
ORD48823,1422,2024-11-27,Plush,Lobster Plush,4,112.22,448.87,Gift Card,One-Time Buyer,Online,False,
ORD14208,1424,2024-11-28,Home Décor,Limited Edition Ornament,7,60.78,425.49,Credit Card,Gift Purchaser,Online,False,
ORD32884,1253,2024-11-12,Toys,Park Puzzle,5,111.7,558.52,Gift Card,Season Passholder,Online,False,
ORD43364,3898,2025-01-05,Toys,Toy Boat,0,64.63,0.0,PayPal,One-Time Buyer,In-Person,False,
ORD98516,8893,2025-01-10,Apparel,Winter Beanie,1,36.07,36.07,PayPal,Season Passholder,Online,False,
ORD58540,7892,2025-01-07,Toys,Action Figure,3,63.74,191.22,Gift Card,One-Time Buyer,Online,True,HOLIDAY10
ORD29008,4992,2024-11-08,Gift Cards,$25 Gift Card,8,168.4,1347.2,Credit Card,One-Time Buyer,Online,True,NEWYEAR25
ORD34074,9798,2024-12-13,Toys,Action Figure,2,88.79,177.57,Credit Card,One-Time Buyer,In-Person,False,
ORD17304,7459,2024-12-22,Plush,Crab Plush,2,97.89,195.78,PayPal,One-Time Buyer,In-Person,False,
ORD46597,2444,2024-12-03,Home Décor,Limited Edition Ornament,3,20.28,60.84,Credit Card,Gift Purchaser,Online,True,HOLIDAY10
ORD18252,3055,2024-11-02,Plush,Lobster Plush,7,137.93,965.54,Credit Card,One-Time Buyer,Online,False,
ORD90082,3914,2024-11-27,Toys,Action Figure,8,120.83,966.62,Gift Card,Season Passholder,Online,True,NEWYEAR25
